name,evolution_info,ability 1,ability 2,hidden ability,hp,atk,def,sp_atk,sp_def,spd,catch_rate,rarity,obtainability,type1,type2
Slowpoke,"In its bi-evolutionary line, it evolves into either Slowbro as early as level 37 or Slowking when traded while holding a King's Rock.",Oblivious,Own Tempo,Regenerator,90,65,65,40,40,15,24.84%,Common,"['Wild', 'NPCs']",Water, Psychic
Snorlax,"Having evolved from Munchlax when leveled up with maximal happiness, it is the final stage in Munchlax's evolutionary line.",Immunity,Thick Fat,Gluttony,160,110,65,65,110,30,3.27%,Rare,['Wild'],Normal,
Spearow,It evolves into Fearow as early as level 20.,Keen Eye,,Sniper,40,60,30,31,31,70,33.33%,Common,"['Wild', 'Headbutt Trees', 'NPCs']",Normal, Flying
Squirtle,"It evolves into Wartortle at level 16, which then evolves into its final-stage form in Blastoise at level 36.",Torrent,,Rain Dish,44,48,65,50,64,43,5.88%,Rare,"['Headbutt Trees', 'Surfing', 'NPCs']",Water,
Starmie,It evolves from its only evolutionary outlet in Staryu when contactually exposed to a Water Stone.,Illuminate,Natural Cure,Analytic,60,75,85,100,85,115,7.84%,Unhuntable,"['Wild', 'Miscellaneously']",Water, Psychic
Staryu,It evolves into its only evolutionary outlet in Starmie when contactually exposed to a Water Stone.,Illuminate,Natural Cure,Analytic,30,45,55,70,55,85,29.41%,Uncommon,"['Wild', 'Miscellaneously']",Water,
Tangela,It evolves into its only evolutionary outlet in Tangrowth as soon as it is is leveled up while possessing the Ancient Power technique in its moveset.,Chlorophyll,Leaf Guard,Regenerator,65,55,115,100,40,60,5.88%,Common,['Wild'],Grass,
Tauros,,Intimidate,Anger Point,Sheer Force,75,100,95,40,70,110,5.88%,Uncommon,"['Wild', 'Headbutt Trees']",Normal,
Tentacool,It evolves into its only evolutionary outlet in Tentacruel as early as level 30.,Clear Body,Liquid Ooze,Rain Dish,40,40,35,50,100,70,24.84%,Common,"['Wild', 'NPCs']",Water, Poison
Tentacruel,"It is the only evolutionary outlet of Tentacool, having evolved from it as early as level 30.",Clear Body,Liquid Ooze,Rain Dish,80,70,65,80,120,100,7.84%,Common,['Wild'],Water, Poison
Vaporeon,Vaporeon is a Water-type Pokémon and one of eight possible evolution based on Eevee. Having evolved from Eevee with the use of a Water Stone at any level.,Water Absorb,,Hydration,130,65,60,110,95,65,5.88%,Rare,[],Water,
Venomoth,"It is the only evolutionary outlet of Venonat, having evolved from it as early as level 31.",Shield Dust,Tinted Lens,Wonder Skin,70,65,60,90,75,90,9.8%,Common,['Wild'],Bug, Poison
Venonat,It evolves into its only evolutionary outlet in Venomoth as early as level 31.,Compound Eyes,Tinted Lens,Run Away,60,55,50,40,55,45,24.84%,Common,['Wild'],Bug, Poison
Venusaur,"Venusaur is a Grass- and Poison-type Pokémon. Having evolved from Ivysaur at level 32, it is the final evolutionary stage of Bulbasaur.",Overgrow,,Chlorophyll,80,82,83,100,100,80,5.88%,Unhuntable,[],Grass, Poison
Victreebel,"Having evolved from Weepinbell via contactual exposure to a Leaf Stone, it is the final stage of Bellsprout's evolutionary line.",Chlorophyll,,Gluttony,80,105,65,100,60,70,5.88%,Common,['Wild'],Grass, Poison
Vileplume,"Having evolved from Gloom via contactual exposure to a Leaf Stone, it is one of the final stages of Oddish's evolutionary line; the other one is Bellossom, which evolves from Gloom via contactual exposure to a Sun Stone.",Chlorophyll,,Effect Spore,75,80,85,100,90,50,5.88%,Common,['Wild'],Grass, Poison
Voltorb,It evolves into its only evolutionary outlet in Electrode as early as level 30.,Soundproof,Static,Aftermath,40,30,50,55,55,100,24.84%,Common,"['Wild', 'NPCs']",Electric,
Vulpix,"Alolan Vulpix is a Ice-type Pokémon. 
It evolves into Alolan Ninetales when contactually exposed to a Ice Stone, thereby reaching the final stage of its evolutionary line.",Flash Fire,,Drought,38,41,40,50,65,65,24.84%,Common,[],Fire,
Wartortle,"Wartortle is a Water-type Pokémon. Having evolved from Squirtle at level 16, it evolves into Blastoise at level 36.",Torrent,,Rain Dish,59,63,80,65,80,58,5.88%,Unhuntable,[],Water,
Weedle,"As a part of one of the earliest-evolvable level-designated evolutionary lines, Weedle into Kakuna at level 7; thereafter, it evolves into Beedrill at level 10.",Shield Dust,,Run Away,40,35,30,20,20,50,33.33%,Common,"['Wild', 'Headbutt Trees', 'NPCs']",Bug, Poison
Weepinbell,"Having evolved from Bellsprout as early as level 21, it evolves into Victreebel when contactually exposed to a Leaf Stone, thereby reaching the final stage of its evolutionary line.",Chlorophyll,,Gluttony,65,90,50,85,45,55,15.69%,Common,['Wild'],Grass, Poison
Weezing,"It is the only evolutionary outlet of Koffing, having evolved from it as early as level 35.",Levitate,,,65,90,120,85,70,60,7.84%,Uncommon,['Wild'],Poison,
Wigglytuff,"Having evolved from Jigglypuff when contactually exposed to a Moon Stone, it is the final stage of Igglybuff's evolutionary line.",Cute Charm,Competitive,Frisk,140,70,45,75,50,45,6.54%,Uncommon,['Wild'],Normal, Fairy
Zapdos,,Pressure,,Static,90,90,85,125,90,100,0.39%,Unhuntable,[],Electric, Flying
Zubat,"It evolves into Golbat as early as level 22; thereafter, it will evolve into Crobat when leveled up with maximal happiness, thereby reaching the final stage of its evolutionary line.",Inner Focus,,Infiltrator,40,45,35,30,40,55,33.33%,Common,"['Wild', 'Headbutt trees', 'NPCs']",Poison, Flying
Aipom,It evolves into Ambipom when leveled up while knowing Double Hit.,Run Away,Pickup,Skill Link,55,70,55,40,55,85,5.88%,Uncommon,"['Land', 'Headbutt Trees']",Normal,
Ampharos,"Ampharos is an Electric type Pokémon.
It evolves from Flaaffy starting at level 30.",Static,,Plus,90,75,75,115,90,55,5.88%,Uncommon,['Land'],Electric,
Ariados,It evolves from Spinarak starting from level 22.,Swarm,Insomnia,Sniper,70,90,70,60,60,40,11.76%,Common,"['Land', 'Headbutt Trees']",Bug, Poison
Azumarill,It evolves from Marill starting at level 18. It is the final evolutionary stage of Azurill.,Thick Fat,Huge Power,Sap Sipper,100,50,80,50,80,50,9.8%,Uncommon,"['Land', 'Surfing']",Water, Fairy
Baby XD001,,Marvel Scale,,Multiscale,70,20,105,55,110,100,0.13%,Unhuntable,[],Shadow, Flying
Bayleef,"This also generates a cross-contrasted leveling chart for Bayleef's evolutions in Chikorita and Meganium, thereby outputting how much more experience they would need to level up to reach the same level as Bulbasaur; this is helpful for those who want to know the exactitudes of how much experience they'll save by postponing evolutions, as evolved forms tend to require more experience to level up.",Overgrow,,Leaf Guard,60,62,80,63,80,60,5.88%,Unhuntable,"['Wild', 'NPCs']",Grass,
Bellossom,"Having evolved from Gloom via contactual exposure to a Sun Stone, it is one of the final stages of Oddish's evolutionary line; the other one is Vileplume, which evolves from Gloom via contactual exposure to a Leaf Stone.",Chlorophyll,,Healer,75,80,85,90,100,50,5.88%,Uncommon,['Wild'],Grass,
Blissey,"Having evolved from Chansey when leveled up with maximal happiness, it is the final stage in Happiny's evolutionary line.",Natural Cure,Serene Grace,Healer,255,10,10,75,135,55,3.92%,Unhuntable,[],Normal,
Celebi,,Natural Cure,,,100,100,100,100,100,100,5.88%,Unhuntable,[],Grass, Psychic
Chikorita,"Chikorita is a Grass-type Pokémon. It evolves into Bayleef at level 16, which then evolves into its final-stage form in Meganium at level 32.",Overgrow,,Leaf Guard,45,49,65,49,65,45,5.88%,Rare,"['Wild', 'NPCs']",Grass,
Chinchou,It evolves into Lanturn upon reaching level 27.,Volt Absorb,Illuminate,Water Absorb,75,38,38,56,56,67,24.84%,Common,"['Surfing', 'Fishing']",Water, Electric
Cleffa,"It evolves into Clefairy when leveled up with maximal happiness; thereafter, it will reach its final evolutionary outlet in Clefable when contactually exposed to a Moon Stone.",Cute Charm,Magic Guard,Friend Guard,50,25,28,45,55,15,19.61%,Uncommon,"['Wild', 'Headbutt Trees', 'Bosses', 'Daycare system']",Fairy,
Corsola,,Hustle,Natural Cure,Regenerator,55,55,85,65,85,35,7.84%,Common,"['Surfing', 'Fishing']",Water, Rock
Crobat,"Having evolved from Golbat when leveled up with maximal happiness, it is the final stage of Zubat's evolutionary line.",Inner Focus,,Infiltrator,85,90,80,70,80,130,11.76%,Common,"['Wild', 'Water', 'NPCs']",Poison, Flying
Croconaw,It evolves from Totodile upon reaching level 18 and evolves into Feraligatr upon reaching level 30.,Torrent,,Sheer Force,65,80,80,59,63,58,5.88%,Unhuntable,[],Water,
Cyndaquil,"Cyndaquil is a Fire Pokémon. It evolves into Quilava at level 14, which then evolves into its final-stage form in Typhlosion at level 36.",Blaze,,Flash Fire,39,52,43,60,50,65,5.88%,Rare,"['Wild', 'NPCs', 'Doctors Quest', 'Bosses']",Fire,
Delibird,,Vital Spirit,Hustle,Insomnia,45,55,45,65,45,75,5.88%,Common,"['Land', 'Headbutt Trees']",Ice, Flying
Donphan,Donphan is a Ground type Pokémon. It evolves from Phanpy upon reaching level 25.,Sturdy,,Sand Veil,90,120,120,60,60,50,7.84%,Uncommon,['Land'],Ground,
Dunsparce,,Serene Grace,Run Away,Rattled,100,70,70,65,65,45,24.84%,Common,['Land'],Normal,
Elekid,"It evolves into Electabuzz upon reaching level 30, which then evolves into Electivire when traded holding an Electirizer.",Static,,Vital Spirit,45,63,37,65,55,95,5.88%,Rare,"['Land', 'Headbutt Trees', 'Bosses']",Electric,
Entei,,Pressure,,Inner Focus,115,115,85,90,75,100,0.39%,Unhuntable,[],Fire,
Espeon,Espeon is a Psychic-type Pokémon and one of eight possible evolution based on Eevee. Having evolved from Eevee by a level up at day with the maximum ammount of happiness (255).,Synchronize,,Magic Bounce,65,65,60,130,95,110,5.88%,Unhuntable,['Wild'],Psychic,
Feraligatr,It evolves from Croconaw starting at level 30.,Torrent,,Sheer Force,85,105,100,79,83,78,5.88%,Unhuntable,"['Wild', 'NPCs']",Water,
Flaaffy,It evolves from Mareep starting at level 15. It can then evolve into Ampharos starting at level 30,Static,,Plus,70,55,55,80,60,45,15.69%,Common,['Land'],Electric,
Forretress,It evolves from Pineco after reaching level 31.,Sturdy,,Overcoat,75,90,140,60,60,40,9.8%,Unhuntable,[],Bug, Steel
Furret,It evolves from Sentret starting at level 15.,Run Away,Keen Eye,Frisk,85,76,64,45,55,90,11.76%,Common,['Land'],Normal,
Girafarig,,Inner Focus,Early Bird,Sap Sipper,70,80,65,90,65,85,7.84%,Common,['Land'],Normal, Psychic
Gligar,It evolves into Gliscor when leveled up at night while holding a Razor Fang.,Hyper Cutter,Sand Veil,Immunity,65,75,105,35,65,85,7.84%,Uncommon,"['Land', 'Headbutt Trees', 'Bosses']",Ground, Flying
Granbull,It evolves from Snubbull after reaching level 23.,Intimidate,Quick Feet,Rattled,90,120,75,60,60,45,9.8%,Unhuntable,[],Fairy,
Heracross,,Swarm,Guts,Moxie,80,125,75,40,95,85,5.88%,Uncommon,"['Land', 'Headbutt Trees', 'Bosses']",Bug, Fighting
Hitmontop,"It evolves from Tyrogue as early as level 20 when the total Defense is equal with its total Attack, otherwise it evolves into Hitmonlee when the Attack is higher than its Defense or into Hitmonchan when the Defense is higher than its Attack. Hitmontop is with all other possible evolutions of Tyrogue one of the final forms.",Intimidate,Technician,Steadfast,50,95,95,35,110,70,5.88%,Unhuntable,['Miscellaneous'],Fighting,
Ho-Oh,,Pressure,,Regenerator,106,130,90,110,154,90,0.39%,Unhuntable,[],Fire, Flying
Hoothoot,It evolves into Noctowl as early as level 20.,Insomnia,Keen Eye,Tinted Lens,60,30,30,36,56,50,33.33%,Common,['Wild'],Normal, Flying
Hoppip,"It evolves into Skiploom upon reaching level 18, which then evolves into Jumpluff at level 27.",Chlorophyll,Leaf Guard,Infiltrator,35,35,40,35,55,50,33.33%,Common,"['Land', 'Headbutt Trees', 'Surfing']",Grass, Flying
Houndoom,"It is the evolved form of Houndour, which evolves when it reaches level 24.",Early Bird,Flash Fire,Unnerve,75,90,50,110,80,95,5.88%,Unhuntable,[],Dark, Fire
Houndour,It evolves into its only evolutionary outlet in Houndoom at level 24.,Early Bird,Flash Fire,Unnerve,45,60,30,80,50,65,15.69%,Rare,['Land'],Dark, Fire
Igglybuff,"It evolves into Jigglypuff when leveled up with maximal happiness; thereafter, it will reach its final evolutionary outlet in Wigglytuff when contactually exposed to a Moon Stone.",Cute Charm,Competitive,Friend Guard,90,30,15,40,20,15,22.22%,Rare,"['Wild', 'Headbutt Trees', 'NPCs']",Normal, Fairy
Jumpluff,It evolves from Skiploom starting at level 27.,Chlorophyll,Leaf Guard,Infiltrator,75,55,70,55,85,110,5.88%,Unhuntable,['Land'],Grass, Flying
Kingdra,"Having evolved from Seadra whenever consummated in a trade while holding a Dragon Scale, it is the final stage of Horsea's evolutionary line.",Swift Swim,Sniper,Damp,75,95,95,95,95,85,5.88%,Uncommom,"['Wild', 'Miscellaneous']",Water, Dragon
Lanturn,It evolves from Chinchou starting at level 27.,Volt Absorb,Illuminate,Water Absorb,125,58,58,76,76,67,9.8%,Common,['Surfing'],Water, Electric
Larvitar,"Larvitar is a Ground- and Rock-type Pokémon. It evolves into Pupitar at level 30, which then evolves into its final-stage form in Tyranitar at level 55.",Guts,,Sand Veil,50,64,50,45,50,41,5.88%,Rare,"['Wild', 'Headbutt Trees', 'Diggable Patches', 'Excavation']",Rock, Ground
Ledian,It evolves from Ledyba starting at level 18.,Swarm,Early Bird,Iron Fist,55,35,50,55,110,85,11.76%,Common,"['Land', 'Headbutt Trees']",Bug, Flying
Ledyba,It evolves into Ledian upon reaching level 18.,Swarm,Early Bird,Rattled,40,20,30,40,80,55,33.33%,Common,"['Land', 'Headbutt Trees']",Bug, Flying
Lugia,,Pressure,,Multiscale,106,90,130,90,154,110,0.39%,Unhuntable,[],Psychic, Flying
Magby,"It evolves into Magmar as early as level 30; thereafter, it will evolve into Magmortar when involved in any trade transaction while holding a Magmarizer, thereby reaching the final stage of its evolutionary line.",Flame Body,,Vital Spirit,45,75,37,70,55,83,5.88%,Uncommon,"['Wild', 'Headbutt Trees', 'Bosses']",Fire,
Magcargo,It evolves from Slugma starting at level 38.,Magma Armor,Flame Body,Weak Armor,50,50,120,80,80,30,9.8%,Uncommon,['Land'],Fire, Rock
Mantine,Having evolved from Mantyke when leveled up with a Remoraid in your party.,Swift Swim,Water Absorb,Water Veil,65,40,70,80,140,70,3.27%,Uncommon,['Surfing'],Water, Flying
Mareep,"It evolves into Flaaffy upon reaching level 15, which then evolves into Ampharos when it reaches level 30.",Static,,Plus,55,40,40,65,45,35,30.72%,Common,['Land'],Electric,
Marill,It evolves from Azurill when leveled up with max happiness(255). It evolves into Azumarill by level-up starting at level 18.,Thick Fat,Huge Power,Sap Sipper,70,20,50,20,50,40,24.84%,Common,"['Land', 'Surf', 'Fishing', 'Excavation', 'Bosses']",Water, Fairy
Meganium,Meganium is a Grass-type Pokémon. Having evolved from Bayleef at level 32.,Overgrow,,Leaf Guard,80,82,100,83,100,80,5.88%,Unhuntable,"['Wild', 'NPCs']",Grass,
Miltank,,Thick Fat,Scrappy,Sap Sipper,95,80,105,40,70,100,5.88%,Uncommon,"['Land', 'Bosses']",Normal,
Misdreavus,It evolves into Mismagius when exposed to a Dusk Stone.,Levitate,,,60,60,60,85,85,85,5.88%,Uncommon,"['Land', 'Headbutt Trees']",Ghost,
Murkrow,It evolves into Honchkrow when exposed to a Dusk Stone.,Insomnia,Super Luck,Prankster,60,85,42,85,42,91,3.92%,Uncommon,"['Land', 'Headbutt Trees']",Dark, Flying
Natu,It evolves into Xatu upon reaching level 25.,Synchronize,Early Bird,Magic Bounce,40,50,45,70,45,70,24.84%,Common,"['Land', 'Headbutt Trees']",Psychic, Flying
Noctowl,It evolves from Hoothoot starting at level 20.,Insomnia,Keen Eye,Tinted Lens,100,50,50,76,96,70,11.76%,Common,"['Land', 'Headbutt Trees']",Normal, Flying
Octillery,It evolves from Remoraid starting at level 25.,Suction Cups,Sniper,Moody,75,105,75,105,75,45,9.8%,Uncommon,['Surfing'],Water,
Phanpy,It evolves into Donphan upon reaching level 25.,Pickup,,Sand Veil,90,60,60,40,40,40,15.69%,Common,"['Land', 'Diggable Patches', 'Excavation', 'Bosses']",Ground,
Pichu,"It evolves into Pikachu when leveled up with maximal happiness; thereafter, it will reach its final evolutionary outlet in Raichu when contactually exposed to a Thunder Stone.",Static,,Lightning Rod,20,40,15,35,35,60,24.84%,Rare,"['Wild', 'Headbutt Trees', 'NPCs']",Electric,
Piloswine,It evolves from Swinub starting at level 33. It then evolves to Mamoswine once the move Ancient Power has been learned.,Oblivious,Snow Cloak,Thick Fat,100,100,80,60,60,50,9.8%,Common,['Land'],Ice, Ground
Pineco,It evolves into Forretress upon reaching level 31.,Sturdy,,Overcoat,50,65,90,35,35,15,24.84%,Rare,"['Land', 'Headbutt Trees']",Bug,
Politoed,"Having evolved from Poliwhirl when traded with a King's Rock, it is one of the final evolutionary stages of Poliwag in its bievolutionary line; the other one is Poliwrath, which also evolves from Poliwhirl when contactually exposed to a Water Stone.",Water Absorb,Damp,Drizzle,90,75,75,90,100,70,5.88%,Uncommon,['Wild'],Water,
Porygon2,"It is the evolved form of Porygon, which evolves by trading a Porygon while it holds an Up-Grade. It then evolves into Porygon-Z when traded while holding a Dubious Disc.",Trace,Download,Analytic,85,80,90,105,95,60,5.88%,Unhuntable,[],Normal,
Pupitar,"Pupitar is a Ground and Rock-type Pokémon. It evolves from Larvitar at level 30, and then evolves into its final-evolution form, Tyranitar at level 55.",Shed Skin,,,70,84,70,65,70,51,5.88%,Rare,"['Wild', 'Diggable Patches']",Rock, Ground
Quagsire,It evolves from Wooper starting at level 20.,Damp,Water Absorb,Unaware,95,85,85,65,65,35,11.76%,Common,"['Land', 'Surfing']",Water, Ground
Quilava,It evolves from Cyndaquil upon reaching level 14 and evolves into Typhlosion upon reaching level 36.,Blaze,,Flash Fire,58,64,58,80,65,80,5.88%,Unhuntable,[],Fire,
Qwilfish,,Poison Point,Swift Swim,Intimidate,65,95,75,55,55,85,5.88%,Uncommon,"['Surfing', 'Fishing']",Water, Poison
Raikou,,Pressure,,Inner Focus,90,85,75,115,100,115,0.39%,Unhuntable,[],Electric,
Remoraid,It evolves into Octillery upon reaching level 25.,Hustle,Sniper,Moody,35,65,35,65,35,65,24.84%,Uncommon,"['Surfing', 'Fishing']",Water,
Scizor,"Scizor is a Bug and Steel type Pokémon.
It evolves from Scyther when traded while holding a Metal Coat.",Swarm,Technician,Light Metal,70,130,100,55,80,65,3.27%,Unhuntable,[],Bug, Steel
Sentret,It evolves into Furret as early as level 15.,Run Away,Keen Eye,Frisk,35,46,34,35,45,20,33.33%,Common,"['Wild', 'Headbutt Trees']",Normal,
Shuckle,,Sturdy,Gluttony,Contrary,20,10,230,10,230,5,24.84%,Rare,"['Land', 'Surfing', 'Bosses']",Bug, Rock
Skarmory,,Keen Eye,Sturdy,Weak Armor,65,80,140,40,70,70,3.27%,Rare,"['Land', 'Bosses']",Steel, Flying
Skiploom,It evolves from Hoppip starting at level 18. It then evolves to Jumpluff at level 27.,Chlorophyll,Leaf Guard,Infiltrator,55,45,50,45,65,80,15.69%,Common,['Land'],Grass, Flying
Slowking,"It is one of the final evolutionary outlets of Slowpoke, having evolved from it during any trade transaction whereby it holds a King's Rock; the other one is Slowbro, which evolves from Slowpoke as early as level 37.",Oblivious,Own Tempo,Regenerator,95,75,80,100,110,30,9.15%,Uncommon,['Wild'],Water, Psychic
Slugma,It evolves into Magcargo upon reaching level 38.,Magma Armor,Flame Body,Weak Armor,40,40,40,70,40,20,24.84%,Common,['Land'],Fire,
Smeargle,,Own Tempo,Technician,Moody,55,20,35,20,45,75,5.88%,Rare,['Land'],Normal,
Smoochum,It evolves into Jynx upon reaching level 30.,Oblivious,Forewarn,Hydration,45,30,15,85,65,65,5.88%,Rare,"['Land', 'Headbutt Trees', 'Bosses']",Ice, Psychic
Sneasel,It evolves into Weavile when leveled up at night while holding a Razor Claw.,Inner Focus,Keen Eye,Pickpocket,55,95,55,35,75,115,7.84%,Uncommon,"['Land', 'Headbutt Trees', 'Bosses']",Dark, Ice
Snubbull,It evolves into Granbull upon reaching level 23.,Intimidate,Run Away,Rattled,60,80,50,40,40,30,24.84%,Common,"['Land', 'Headbutt Trees']",Fairy,
Spinarak,It evolves into Ariados upon reaching level 22.,Swarm,Insomnia,Sniper,40,60,40,40,40,30,33.33%,Common,"['Land', 'Headbutt Trees', 'Bosses']",Bug, Poison
Stantler,,Intimidate,Frisk,Sap Sipper,73,95,62,85,65,85,5.88%,Common,['Land'],Normal,
Steelix,"It evolves from Onix when consummated in any trade transaction while holding a Metal Coat, thereby reaching the final stage of its evolutionary line.",Rock Head,Sturdy,Sheer Force,75,85,200,55,65,30,3.27%,Rare,['Wild'],Steel, Ground
Sudowoodo,It evolves from Bonsly after having learned the move Mimic.,Sturdy,Rock Head,Rattled,70,100,115,30,65,30,8.5%,Uncommon,"['Land', 'Route 36']",Rock,
Suicune,,Pressure,,Inner Focus,100,75,115,90,115,85,0.39%,Unhuntable,[],Water,
Sunflora,It evolves from Sunkern once exposed to a Sun Stone.,Chlorophyll,Solar Power,Early Bird,75,75,55,105,85,30,15.69%,Unhuntable,[],Grass,
Sunkern,It evolves into Sunflora when exposed to a Sun Stone.,Chlorophyll,Solar Power,Early Bird,30,30,30,30,30,30,30.72%,Common,"['Land', 'Headbutt Trees']",Grass,
Swinub,It evolves into Piloswine upon reaching level 33.,Oblivious,Snow Cloak,Thick Fat,50,50,40,30,30,50,29.41%,Common,"['Land', 'Headbutt Trees', 'Excavation', 'Bosses']",Ice, Ground
Teddiursa,It evolves into Ursaring upon reaching level 30.,Pickup,Quick Feet,Honey Gather,60,80,50,50,50,40,15.69%,Common,"['Land', 'Headbutt Trees']",Normal,
Togepi,"Togepi is a Fairy type Pokémon. It evolves into Togetic when leveled up with max happiness(255), which then evolves into Togekiss when exposed to a Shiny Stone.",Hustle,Serene Grace,Super Luck,35,20,65,40,65,20,24.84%,Rare,"['Wild', 'Headbutt Trees', 'Bosses']",Fairy,
Togetic,,Hustle,Serene Grace,Super Luck,55,40,85,80,105,40,9.8%,Rare,['Land'],Fairy, Flying
Totodile,"It evolves into Croconaw at level 18, which then evolves into its final-stage form in Feraligatr at level 30.",Torrent,,Sheer Force,50,65,64,44,48,43,5.88%,Rare,"['Wild', 'Headbutt Trees', 'NPCs']",Water,
Typhlosion,It evolves from Quilava starting at level 36.,Blaze,,Flash Fire,78,84,78,109,85,100,5.88%,Unhuntable,"['Wild', 'NPCs']",Fire,
Tyranitar,"Tyranitar is a Rock and Dark-type Pokémon. It evolves from Pupitar starting at level 55. 
It can Mega evolve into Mega Tyranitar via exposure to the Tyranitarite.",Sand Stream,,Unnerve,100,134,110,95,100,61,5.88%,Unhuntable,['World Quest'],Rock, Dark
Tyrogue,It evolves into one of three possible evolutions as early as level 20:,Guts,Steadfast,Vital Spirit,35,35,35,35,35,35,9.8%,Rare,"['Wild', 'Miscellaneous']",Fighting,
Umbreon,Umbreon is a Dark-type Pokémon and one of eight possible evolution based on Eevee. Having evolved from Eevee by a level up at night with the maximum ammount of happiness (255).,Synchronize,,Inner Focus,95,65,110,60,130,65,5.88%,Rare,['Wild'],Dark,
Unown,,Levitate,,,48,72,48,72,48,48,29.41%,Common,['Land'],Psychic,
Ursaring,It evolves from Teddiursa starting at level 30.,Guts,Quick Feet,Unnerve,90,130,75,75,75,55,7.84%,Common,"['Land', 'Headbutt Trees']",Normal,
Wobbuffet,It evolves from Wynaut starting at level 15.,Shadow Tag,,Telepathy,190,33,58,33,58,33,5.88%,Rare,['Land'],Psychic,
Wooper,It evolves into Quagsire upon reaching level 20.,Damp,Water Absorb,Unaware,55,45,45,25,25,15,33.33%,Common,"['Land', 'Surfing', 'Fishing']",Water, Ground
Xatu,It evolves from Natu starting at level 25.,Synchronize,Early Bird,Magic Bounce,65,75,70,95,70,95,9.8%,Unhuntable,[],Psychic, Flying
Yanma,,Speed Boost,Compound Eyes,Frisk,65,65,45,75,45,95,9.8%,Common,"['Land', 'Headbutt Trees']",Bug, Flying
Absol,,Pressure,Super Luck,Justified,65,130,60,75,60,75,3.92%,Rare,"['Land', 'Bosses', 'Excavation']",Dark,
Aggron,"Aggron is a Steel and Rock type Pokémon. 
Its type changes to pure Steel when its mega evolved. 

It evolves from Lairon upon reaching level 42. It is the final evolution of Aron. It can  Mega Evolve into Mega Aggron via the exposure of Aggronite.",Sturdy,Rock Head,Heavy Metal,70,110,180,60,60,50,5.88%,Unhuntable,"['Level Up', 'Egg Moves', 'TMs', 'TM Tutors', 'Move Tutors']",Steel, Rock
Altaria,Altaria is a Dragon and Flying-type Pokémon. Having evolved from Swablu at level 35.,Natural Cure,,Cloud Nine,75,70,90,70,105,80,5.88%,Rare,['Wild'],Dragon, Flying
Anorith,It evolves into Armaldo upon reaching level 40.,Battle Armor,,Swift Swim,45,95,50,40,50,75,5.88%,Rare,"['Land', 'Bosses', 'Claw Fossil']",Rock, Bug
Armaldo,Armaldo is a Rock and Bug-type Pokémon. Having evolved from Anorith at level 40.,Battle Armor,,Swift Swim,75,125,100,70,80,45,5.88%,Unhuntable,[],Rock, Bug
Aron,It evolves into Lairon upon reaching level 32 and then into Aggron upon reaching level 42.,Sturdy,Rock Head,Heavy Metal,50,70,100,40,40,30,23.53%,Rare,"['Land', 'Excavation', 'Diggable Patches', 'Bosses', 'Abandoned Pokéball']",Steel, Rock
Azurill,"It evolves into Marill when leveled up with max happiness(255), which then evolves into Azumarill starting at level 18.",Thick Fat,Huge Power,Sap Sipper,50,20,40,20,40,20,19.61%,Uncommon,"['Land', 'Surfing']",Normal, Fairy
Bagon,"It evolves into Shelgon upon reaching level 30, which then evolves into Salamence when it reaches level 50.",Rock Head,,Sheer Force,45,75,60,40,30,50,5.88%,Rare,"['Land', 'Bosses']",Dragon,
Baltoy,It evolves into Claydol upon reaching level 36.,Levitate,,,40,40,55,40,70,55,33.33%,Uncommon,"['Land', 'Headbutt Trees', 'Excavation', 'Dig Spots']",Ground, Psychic
Banette,Banette is a Ghost-type Pokémon. Having evolved from Shuppet at level 37.,Insomnia,Frisk,Cursed Body,64,115,65,83,63,65,5.88%,Uncommon,['Wild'],Ghost,
Barboach,It evolves into Whiscash upon reaching level 30.,Oblivious,Anticipation,Hydration,50,48,43,46,41,60,24.84%,Uncommon,"['Surfing', 'Fishing']",Water, Ground
Beautifly,"Beautifly evolves from Silcoon at level 10, thereby reaching the final stage of Wurmple's first evolutionary line.",Swarm,,Rivalry,60,70,50,90,50,65,5.88%,Uncommon,"['Land', 'Headbutt Trees']",Bug, Flying
Beldum,"It evolves into Metang upon reaching level 20, which then evolves into Metagross at level 45.",Clear Body,,Light Metal,40,55,80,35,60,30,0.39%,Rare,"['Land', 'Headbutt Trees', 'Excavation', 'Bosses']",Steel, Psychic
Blaziken,"Blaziken is a Fire and Fighting-type Pokémon. Having evolved from Combusken at level 36, it is the final evolutionary stage of Torchic.",Blaze,,Speed Boost,80,120,70,110,70,80,5.88%,Unhuntable,[],Fire, Fighting
Breloom,Breloom is a Grass and Fighting-type Pokémon. Having evolved from Shroomish at level 23.,Effect Spore,Poison Heal,Technician,60,130,80,60,60,70,11.76%,Unhuntable,[],Grass, Fighting
Cacnea,It evolves into Cacturne upon reaching level 32.,Sand Veil,,Water Absorb,50,85,40,85,40,35,24.84%,Uncommon,"['Land', 'Headbutt Trees']",Grass,
Cacturne,Cacturne is a Grass and Dark-type Pokémon. Having evolved from Cacnea at level 32.,Sand Veil,,Water Absorb,70,115,60,115,60,55,7.84%,Rare,['Wild'],Grass, Dark
